question_id,question_text,option_a,option_b,option_c,option_d,correct_option,category,difficulty_level
Q623,"Remember the sequence: Lion, Giraffe, Kangaroo. Which was last?",Lion,Fox,Giraffe,Kangaroo,D,Memory,Medium
Q624,"Remember the sequence: Hexagon, Trapezoid, Star. Which was second?",Pentagon,Star,Hexagon,Trapezoid,D,Memory,Medium
Q625,"Remember the sequence: Circle, Square, Triangle. Which was last?",Rectangle,Triangle,Square,Circle,B,Memory,Medium
Q626,"Remember the sequence: 19, 17, 7. Which was last?",28,7,19,17,B,Memory,Medium
Q627,"Remember the sequence: Peach, Mango, Cherry. Which was last?",Plum,Peach,Cherry,Mango,C,Memory,Medium
Q628,"Remember the sequence: Grapes, Pineapple, Papaya. Which was second?",Peach,Pineapple,Papaya,Grapes,B,Memory,Medium
Q629,"Remember the sequence: Fox, Zebra, Wolf. Which was last?",Wolf,Zebra,Elephant,Fox,A,Memory,Medium
Q630,"Remember the sequence: Plum, Orange, Banana. Which was second?",Orange,Papaya,Plum,Banana,A,Memory,Medium
Q631,"Remember the sequence: Star, Diamond, Square. Which was second?",Pentagon,Star,Square,Diamond,D,Memory,Medium
Q632,"Remember the sequence: 6, 2, 15. Which was first?",6,23,2,15,A,Memory,Medium
Q633,"Remember the sequence: Rabbit, Fox, Zebra. Which was last?",Fox,Zebra,Rabbit,Tiger,B,Memory,Medium
Q634,"Remember the sequence: Kangaroo, Elephant, Lion. Which was second?",Elephant,Kangaroo,Lion,Rabbit,A,Memory,Medium
Q635,"Remember the sequence: Cyan, Pink, Blue. Which was second?",Cyan,Pink,Blue,Brown,B,Memory,Medium
Q636,"Remember the sequence: 18, 9, 13. Which was first?",9,13,7,18,D,Memory,Medium
Q637,"Remember the sequence: Peach, Papaya, Pineapple. Which was last?",Papaya,Apple,Peach,Pineapple,D,Memory,Medium
Q638,"Remember the sequence: Dog, Cat, Rabbit. Which was second?",Cat,Rabbit,Zebra,Dog,A,Memory,Medium
Q639,"Remember the sequence: Heart, Octagon, Circle. Which was last?",Heart,Circle,Triangle,Octagon,B,Memory,Medium
Q640,"Remember the sequence: Rabbit, Dog, Tiger. Which was last?",Giraffe,Rabbit,Tiger,Dog,C,Memory,Medium
Q641,"Remember the sequence: Triangle, Octagon, Circle. Which was last?",Hexagon,Circle,Octagon,Triangle,B,Memory,Medium
Q642,"Remember the sequence: Blue, Red, Brown. Which was last?",Red,White,Brown,Blue,C,Memory,Medium
Q643,"Remember the sequence: Heart, Pentagon, Circle. Which was last?",Pentagon,Star,Heart,Circle,D,Memory,Medium
Q644,"Remember the sequence: Pentagon, Trapezoid, Hexagon. Which was first?",Oval,Pentagon,Hexagon,Trapezoid,B,Memory,Medium
Q645,"Remember the sequence: Triangle, Trapezoid, Diamond. Which was last?",Diamond,Rectangle,Triangle,Trapezoid,A,Memory,Medium
Q646,"Remember the sequence: Red, Cyan, Orange. Which was first?",Cyan,Blue,Red,Orange,C,Memory,Medium
Q647,"Remember the sequence: Heart, Trapezoid, Square. Which was first?",Square,Heart,Octagon,Trapezoid,B,Memory,Medium
Q648,"Remember the sequence: Circle, Pentagon, Hexagon. Which was first?",Oval,Hexagon,Circle,Pentagon,C,Memory,Medium
Q649,"Remember the sequence: Grey, Brown, Purple. Which was last?",Grey,Brown,Blue,Purple,D,Memory,Medium
Q650,"Remember the sequence: Square, Circle, Octagon. Which was first?",Circle,Triangle,Square,Octagon,C,Memory,Medium
Q651,"Remember the sequence: Purple, Orange, White. Which was last?",White,Purple,Orange,Grey,A,Memory,Medium
Q652,"Remember the sequence: Grapes, Apple, Cherry. Which was last?",Mango,Cherry,Grapes,Apple,B,Memory,Medium
Q653,"Remember the sequence: Oval, Star, Square. Which was first?",Square,Star,Trapezoid,Oval,D,Memory,Medium
Q654,"Remember the sequence: Red, Purple, Yellow. Which was second?",Yellow,Purple,Red,White,B,Memory,Medium
Q655,"Remember the sequence: Star, Square, Oval. Which was first?",Star,Square,Oval,Diamond,A,Memory,Medium
Q656,"Remember the sequence: Pineapple, Apple, Cherry. Which was second?",Apple,Cherry,Pineapple,Peach,A,Memory,Medium
Q657,"Remember the sequence: Zebra, Fox, Dog. Which was last?",Fox,Zebra,Giraffe,Dog,D,Memory,Medium
Q658,"Remember the sequence: Pineapple, Cherry, Plum. Which was second?",Pineapple,Orange,Plum,Cherry,D,Memory,Medium
Q659,"Remember the sequence: Diamond, Triangle, Heart. Which was second?",Rectangle,Heart,Diamond,Triangle,D,Memory,Medium
Q660,"Remember the sequence: Zebra, Lion, Dog. Which was second?",Kangaroo,Lion,Dog,Zebra,B,Memory,Medium
Q661,"Remember the sequence: Pineapple, Grapes, Kiwi. Which was last?",Pineapple,Kiwi,Grapes,Apple,B,Memory,Medium
Q662,"Remember the sequence: Peach, Banana, Cherry. Which was first?",Banana,Cherry,Peach,Mango,C,Memory,Medium
Q663,"Remember the sequence: Kangaroo, Cat, Dog. Which was first?",Tiger,Dog,Cat,Kangaroo,D,Memory,Medium
Q664,"Remember the sequence: 5, 19, 7. Which was second?",5,7,25,19,D,Memory,Medium
Q665,"Remember the sequence: 18, 5, 9. Which was first?",9,13,5,18,D,Memory,Medium
Q666,"Remember the sequence: Pentagon, Oval, Hexagon. Which was first?",Diamond,Pentagon,Oval,Hexagon,B,Memory,Medium
Q667,"Remember the sequence: Lion, Bear, Cat. Which was first?",Tiger,Bear,Cat,Lion,D,Memory,Medium
Q668,"Remember the sequence: Pineapple, Grapes, Kiwi. Which was last?",Pear,Pineapple,Grapes,Kiwi,D,Memory,Medium
Q669,"Remember the sequence: Cherry, Papaya, Pear. Which was second?",Papaya,Pear,Cherry,Plum,A,Memory,Medium
Q670,"Remember the sequence: Orange, Peach, Grapes. Which was second?",Grapes,Mango,Peach,Orange,C,Memory,Medium
Q671,"Remember the sequence: 14, 5, 3. Which was last?",3,5,14,26,A,Memory,Medium
Q672,"Remember the sequence: Giraffe, Elephant, Wolf. Which was first?",Wolf,Elephant,Bear,Giraffe,D,Memory,Medium
Q673,"Remember the sequence: 19, 3, 12. Which was last?",12,8,3,19,A,Memory,Medium
Q674,"Remember the sequence: Green, Yellow, Blue. Which was last?",Green,Yellow,Brown,Blue,D,Memory,Medium
Q675,"Remember the sequence: Zebra, Fox, Bear. Which was last?",Rabbit,Fox,Zebra,Bear,D,Memory,Medium
Q676,"Remember the sequence: Oval, Trapezoid, Hexagon. Which was last?",Oval,Hexagon,Trapezoid,Circle,B,Memory,Medium
Q677,"Remember the sequence: Octagon, Pentagon, Square. Which was first?",Pentagon,Square,Triangle,Octagon,D,Memory,Medium
Q678,"Remember the sequence: Plum, Mango, Pear. Which was first?",Apple,Mango,Pear,Plum,D,Memory,Medium
Q679,"Remember the sequence: 18, 16, 19. Which was first?",19,18,16,6,B,Memory,Medium
Q680,"Remember the sequence: Green, Cyan, Grey. Which was last?",Orange,Green,Cyan,Grey,D,Memory,Medium
Q681,"Remember the sequence: Orange, Blue, White. Which was first?",Orange,White,Blue,Purple,A,Memory,Medium
Q682,"Remember the sequence: Kiwi, Mango, Cherry. Which was second?",Mango,Kiwi,Papaya,Cherry,A,Memory,Medium
Q683,"Remember the sequence: Lion, Zebra, Tiger. Which was first?",Zebra,Lion,Bear,Tiger,B,Memory,Medium
Q684,"Remember the sequence: 14, 16, 8. Which was first?",16,14,28,8,B,Memory,Medium
Q685,"Remember the sequence: Pineapple, Banana, Pear. Which was last?",Pineapple,Banana,Apple,Pear,D,Memory,Medium
Q686,"Remember the sequence: 9, 17, 13. Which was first?",17,9,29,13,B,Memory,Medium
Q687,"Remember the sequence: 2, 19, 10. Which was first?",27,19,10,2,D,Memory,Medium
Q688,"Remember the sequence: 8, 8, 12. Which was last?",12,24,8,8,A,Memory,Medium
Q689,"Remember the sequence: Rabbit, Bear, Lion. Which was first?",Rabbit,Bear,Lion,Cat,A,Memory,Medium
Q690,"Remember the sequence: Pink, Grey, Black. Which was second?",Pink,Grey,Purple,Black,B,Memory,Medium
Q691,"Remember the sequence: Pineapple, Plum, Kiwi. Which was first?",Plum,Kiwi,Pineapple,Orange,C,Memory,Medium
Q692,"Remember the sequence: Fox, Rabbit, Cat. Which was first?",Rabbit,Giraffe,Fox,Cat,C,Memory,Medium
Q693,"Remember the sequence: Circle, Pentagon, Star. Which was first?",Pentagon,Circle,Star,Triangle,B,Memory,Medium
Q694,"Remember the sequence: 5, 17, 15. Which was last?",17,15,2,5,B,Memory,Medium
Q695,"Remember the sequence: Pear, Orange, Peach. Which was last?",Pineapple,Peach,Pear,Orange,B,Memory,Medium
Q696,"Remember the sequence: Orange, Pink, White. Which was second?",Brown,Orange,Pink,White,C,Memory,Medium
Q697,"Remember the sequence: 5, 7, 17. Which was second?",17,5,6,7,D,Memory,Medium
Q698,"Remember the sequence: Blue, Cyan, Pink. Which was first?",Cyan,Black,Pink,Blue,D,Memory,Medium
Q699,"Remember the sequence: Pink, Yellow, Green. Which was last?",Pink,Green,Cyan,Yellow,B,Memory,Medium
Q700,"Remember the sequence: 16, 17, 14. Which was first?",16,14,17,18,A,Memory,Medium
Q701,"Remember the sequence: Heart, Circle, Star. Which was first?",Circle,Rectangle,Heart,Star,C,Memory,Medium
Q702,"Remember the sequence: Octagon, Rectangle, Circle. Which was second?",Hexagon,Circle,Rectangle,Octagon,C,Memory,Medium
Q703,"Remember the sequence: Green, Pink, Grey. Which was second?",Green,Grey,Pink,Purple,C,Memory,Medium
Q704,"Remember the sequence: Trapezoid, Circle, Rectangle. Which was last?",Hexagon,Rectangle,Trapezoid,Circle,B,Memory,Medium
Q705,"Remember the sequence: Purple, Pink, Cyan. Which was last?",Cyan,Pink,Black,Purple,A,Memory,Medium
Q706,"Remember the sequence: 1, 1, 1. Which was first?",19,1,1,1,B,Memory,Medium
Q707,"Remember the sequence: Zebra, Bear, Dog. Which was last?",Wolf,Zebra,Dog,Bear,C,Memory,Medium
Q708,"Remember the sequence: Brown, Yellow, Orange. Which was last?",Blue,Yellow,Orange,Brown,C,Memory,Medium
Q709,"Remember the sequence: Cyan, Red, Green. Which was second?",Red,Green,Cyan,White,A,Memory,Medium
Q710,"Remember the sequence: Octagon, Star, Pentagon. Which was first?",Star,Square,Octagon,Pentagon,C,Memory,Medium
Q711,"Remember the sequence: Grey, Red, Blue. Which was second?",Black,Blue,Grey,Red,D,Memory,Medium
Q712,"Remember the sequence: 9, 9, 6. Which was second?",11,9,6,9,B,Memory,Medium
Q713,"Remember the sequence: Apple, Pear, Mango. Which was second?",Mango,Kiwi,Pear,Apple,C,Memory,Medium
Q714,"Remember the sequence: Hexagon, Circle, Diamond. Which was last?",Diamond,Circle,Hexagon,Square,A,Memory,Medium
Q715,"Remember the sequence: 3, 11, 12. Which was last?",21,12,11,3,B,Memory,Medium
Q716,"Remember the sequence: Wolf, Dog, Zebra. Which was first?",Zebra,Wolf,Giraffe,Dog,B,Memory,Medium
Q717,"Remember the sequence: Cat, Kangaroo, Dog. Which was second?",Cat,Dog,Kangaroo,Tiger,C,Memory,Medium
Q718,"Remember the sequence: Hexagon, Heart, Rectangle. Which was first?",Heart,Hexagon,Trapezoid,Rectangle,B,Memory,Medium
Q719,"Remember the sequence: Cat, Kangaroo, Giraffe. Which was last?",Kangaroo,Giraffe,Dog,Cat,B,Memory,Medium
Q720,"Remember the sequence: Orange, Red, Cyan. Which was second?",White,Cyan,Orange,Red,D,Memory,Medium
Q721,"Remember the sequence: Dog, Wolf, Fox. Which was last?",Wolf,Lion,Dog,Fox,D,Memory,Medium
Q722,"Remember the sequence: Black, Orange, Purple. Which was second?",Black,Blue,Orange,Purple,C,Memory,Medium
Q723,"Remember the sequence: Heart, Diamond, Rectangle. Which was second?",Heart,Octagon,Rectangle,Diamond,D,Memory,Medium
Q724,"Remember the sequence: Mango, Cherry, Kiwi. Which was last?",Mango,Kiwi,Pear,Cherry,B,Memory,Medium
Q725,"Remember the sequence: Kangaroo, Dog, Tiger. Which was first?",Kangaroo,Tiger,Dog,Bear,A,Memory,Medium
Q726,"Remember the sequence: Oval, Octagon, Rectangle. Which was last?",Oval,Star,Octagon,Rectangle,D,Memory,Medium
Q727,"Remember the sequence: Wolf, Bear, Kangaroo. Which was first?",Kangaroo,Giraffe,Bear,Wolf,D,Memory,Medium
Q728,"Remember the sequence: Fox, Wolf, Bear. Which was first?",Bear,Giraffe,Fox,Wolf,C,Memory,Medium
Q729,"Remember the sequence: Elephant, Fox, Lion. Which was second?",Cat,Lion,Fox,Elephant,C,Memory,Medium
Q730,"Remember the sequence: Banana, Apple, Orange. Which was last?",Orange,Banana,Grapes,Apple,A,Memory,Medium
Q731,"Remember the sequence: Elephant, Zebra, Fox. Which was second?",Elephant,Fox,Zebra,Bear,C,Memory,Medium
Q732,"Remember the sequence: Zebra, Giraffe, Tiger. Which was last?",Lion,Giraffe,Tiger,Zebra,C,Memory,Medium
Q733,"Remember the sequence: Black, Blue, White. Which was first?",Yellow,Blue,Black,White,C,Memory,Medium
Q734,"Remember the sequence: Banana, Cherry, Apple. Which was second?",Cherry,Banana,Plum,Apple,A,Memory,Medium
Q735,"Remember the sequence: Octagon, Hexagon, Square. Which was first?",Heart,Hexagon,Octagon,Square,C,Memory,Medium
Q736,"Remember the sequence: Banana, Papaya, Pear. Which was first?",Banana,Pear,Papaya,Cherry,A,Memory,Medium
Q737,"Remember the sequence: Mango, Banana, Orange. Which was second?",Kiwi,Orange,Mango,Banana,D,Memory,Medium
Q738,"Remember the sequence: Black, Grey, Brown. Which was last?",Brown,Green,Black,Grey,A,Memory,Medium
Q739,"Remember the sequence: Hexagon, Triangle, Trapezoid. Which was second?",Rectangle,Hexagon,Triangle,Trapezoid,C,Memory,Medium
Q740,"Remember the sequence: 20, 10, 4. Which was first?",4,10,8,20,D,Memory,Medium
Q741,"Remember the sequence: 9, 20, 3. Which was first?",9,20,24,3,A,Memory,Medium
Q742,"Remember the sequence: Orange, Kiwi, Banana. Which was first?",Banana,Orange,Kiwi,Mango,B,Memory,Medium
Q743,"Remember the sequence: Pink, Orange, Cyan. Which was second?",Pink,Orange,Purple,Cyan,B,Memory,Medium
Q744,"Remember the sequence: 19, 1, 8. Which was second?",8,4,19,1,D,Memory,Medium
Q745,"Remember the sequence: Rabbit, Giraffe, Dog. Which was first?",Dog,Rabbit,Elephant,Giraffe,B,Memory,Medium
Q746,"Remember the sequence: Elephant, Tiger, Rabbit. Which was first?",Cat,Rabbit,Elephant,Tiger,C,Memory,Medium
Q747,"Remember the sequence: Cyan, Yellow, White. Which was first?",Yellow,Cyan,Red,White,B,Memory,Medium
Q748,"Remember the sequence: Banana, Kiwi, Pear. Which was last?",Pineapple,Banana,Kiwi,Pear,D,Memory,Medium
Q749,"Remember the sequence: Blue, White, Cyan. Which was second?",Cyan,Pink,White,Blue,C,Memory,Medium
Q750,"Remember the sequence: 6, 6, 12. Which was last?",9,12,6,6,B,Memory,Medium
Q751,"Remember the sequence: 11, 20, 2. Which was last?",11,2,3,20,B,Memory,Medium
Q752,"Remember the sequence: Cherry, Peach, Apple. Which was last?",Peach,Banana,Cherry,Apple,D,Memory,Medium
Q753,"Remember the sequence: Grapes, Cherry, Apple. Which was second?",Cherry,Mango,Apple,Grapes,A,Memory,Medium
Q754,"Remember the sequence: Oval, Rectangle, Diamond. Which was first?",Diamond,Rectangle,Pentagon,Oval,D,Memory,Medium
Q755,"Remember the sequence: Pineapple, Kiwi, Plum. Which was first?",Cherry,Pineapple,Kiwi,Plum,B,Memory,Medium
Q756,"Remember the sequence: Trapezoid, Heart, Octagon. Which was last?",Trapezoid,Octagon,Pentagon,Heart,B,Memory,Medium
Q757,"Remember the sequence: Kiwi, Peach, Orange. Which was last?",Plum,Kiwi,Peach,Orange,D,Memory,Medium
Q758,"Remember the sequence: 10, 19, 20. Which was first?",10,20,11,19,A,Memory,Medium
Q759,"Remember the sequence: Grapes, Banana, Plum. Which was last?",Apple,Banana,Grapes,Plum,D,Memory,Medium
Q760,"Remember the sequence: Giraffe, Zebra, Fox. Which was last?",Giraffe,Wolf,Fox,Zebra,C,Memory,Medium
Q761,"Remember the sequence: Circle, Heart, Pentagon. Which was first?",Circle,Star,Pentagon,Heart,A,Memory,Medium
Q762,"Remember the sequence: Octagon, Triangle, Rectangle. Which was second?",Rectangle,Hexagon,Octagon,Triangle,D,Memory,Medium
Q763,"Remember the sequence: Elephant, Wolf, Lion. Which was first?",Lion,Elephant,Dog,Wolf,B,Memory,Medium
Q764,"Remember the sequence: Brown, Orange, Red. Which was first?",Orange,Cyan,Red,Brown,D,Memory,Medium
Q765,"Remember the sequence: 2, 19, 10. Which was second?",2,19,13,10,B,Memory,Medium
Q766,"Remember the sequence: Blue, Purple, Red. Which was second?",Yellow,Red,Purple,Blue,C,Memory,Medium
Q767,"Remember the sequence: 7, 8, 14. Which was last?",16,14,7,8,B,Memory,Medium
Q768,"Remember the sequence: 9, 19, 14. Which was last?",9,28,14,19,C,Memory,Medium
Q769,"Remember the sequence: Trapezoid, Circle, Oval. Which was last?",Circle,Square,Trapezoid,Oval,D,Memory,Medium
Q770,"Remember the sequence: Rabbit, Elephant, Cat. Which was first?",Kangaroo,Cat,Rabbit,Elephant,C,Memory,Medium
Q771,"Remember the sequence: Red, Black, Purple. Which was first?",Red,Purple,Blue,Black,A,Memory,Medium
Q772,"Remember the sequence: Papaya, Peach, Pear. Which was second?",Pear,Peach,Cherry,Papaya,B,Memory,Medium
Q773,"Remember the sequence: Grey, Blue, Brown. Which was last?",Grey,Brown,Blue,Cyan,B,Memory,Medium
Q774,"Remember the sequence: 18, 20, 20. Which was second?",18,20,25,20,B,Memory,Medium
Q775,"Remember the sequence: Oval, Hexagon, Pentagon. Which was first?",Trapezoid,Oval,Hexagon,Pentagon,B,Memory,Medium
Q776,"Remember the sequence: Pear, Grapes, Peach. Which was last?",Grapes,Peach,Kiwi,Pear,B,Memory,Medium
Q777,"Remember the sequence: 2, 4, 6. Which was last?",6,5,2,4,A,Memory,Medium
Q778,"Remember the sequence: Yellow, Pink, Grey. Which was second?",Purple,Pink,Grey,Yellow,B,Memory,Medium
Q779,"Remember the sequence: Pineapple, Cherry, Plum. Which was last?",Pineapple,Plum,Cherry,Kiwi,B,Memory,Medium
Q780,"Remember the sequence: Dog, Rabbit, Zebra. Which was second?",Zebra,Rabbit,Dog,Cat,B,Memory,Medium
Q781,"Remember the sequence: Kiwi, Banana, Pear. Which was second?",Banana,Papaya,Pear,Kiwi,A,Memory,Medium
Q782,"Remember the sequence: 1, 5, 1. Which was second?",1,5,1,19,B,Memory,Medium
Q783,"Remember the sequence: Fox, Tiger, Wolf. Which was first?",Cat,Tiger,Wolf,Fox,D,Memory,Medium
Q784,"Remember the sequence: Hexagon, Rectangle, Circle. Which was first?",Circle,Rectangle,Hexagon,Trapezoid,C,Memory,Medium
Q785,"Remember the sequence: Orange, Red, Yellow. Which was second?",White,Yellow,Red,Orange,C,Memory,Medium
Q786,"Remember the sequence: Fox, Zebra, Lion. Which was last?",Bear,Fox,Lion,Zebra,C,Memory,Medium
Q787,"Remember the sequence: 17, 16, 16. Which was last?",16,17,16,21,A,Memory,Medium
Q788,"Remember the sequence: Grey, Purple, Orange. Which was first?",White,Grey,Purple,Orange,B,Memory,Medium
Q789,"Remember the sequence: Hexagon, Trapezoid, Oval. Which was first?",Octagon,Oval,Trapezoid,Hexagon,D,Memory,Medium
Q790,"Remember the sequence: Pink, Green, Orange. Which was first?",Green,Pink,Orange,Cyan,B,Memory,Medium
Q791,"Remember the sequence: Orange, Yellow, Blue. Which was last?",White,Yellow,Orange,Blue,D,Memory,Medium
Q792,"Remember the sequence: Banana, Papaya, Pear. Which was second?",Pear,Banana,Pineapple,Papaya,D,Memory,Medium
Q793,"Remember the sequence: Grey, Yellow, Black. Which was last?",Yellow,Grey,Red,Black,D,Memory,Medium
Q794,"Remember the sequence: Bear, Lion, Fox. Which was second?",Wolf,Fox,Bear,Lion,D,Memory,Medium
Q795,"Remember the sequence: Mango, Papaya, Grapes. Which was first?",Papaya,Grapes,Peach,Mango,D,Memory,Medium
Q796,"Remember the sequence: Tiger, Wolf, Cat. Which was second?",Tiger,Cat,Zebra,Wolf,D,Memory,Medium
Q797,"Remember the sequence: Square, Heart, Hexagon. Which was first?",Heart,Hexagon,Diamond,Square,D,Memory,Medium
Q798,"Remember the sequence: Black, White, Red. Which was first?",Red,Black,Blue,White,B,Memory,Medium
Q799,"Remember the sequence: 2, 20, 6. Which was last?",2,20,10,6,D,Memory,Medium
Q800,"Remember the sequence: Zebra, Fox, Giraffe. Which was first?",Fox,Bear,Zebra,Giraffe,C,Memory,Medium
Q801,"Complete the pattern: 1, 5, 4, ?",11,10,3,8,D,Pattern Recognition,Hard
Q802,"Complete the pattern: 1, 2, 4, ?",11,3,5,8,D,Pattern Recognition,Medium
Q803,"Complete the pattern: 4, 16, 64, ?",256,215,285,237,A,Pattern Recognition,Medium
Q804,"Complete the pattern: 2, 4, 4, ?",8,6,4,5,B,Pattern Recognition,Medium
Q805,"Complete the pattern: 4, 8, 16, ?",37,36,32,34,C,Pattern Recognition,Medium
Q806,"Complete the pattern: 7, 4, 9, ?",2,5,6,10,C,Pattern Recognition,Medium
Q807,"Complete the pattern: 1, 3, 5, ?",10,7,11,9,B,Pattern Recognition,Easy
Q808,"Complete the pattern: 7, 6, 11, ?",10,11,8,7,A,Pattern Recognition,Hard
Q809,"Complete the pattern: 4, 12, 36, ?",95,108,127,103,B,Pattern Recognition,Medium
Q810,"Complete the pattern: 6, 1, 8, ?",3,5,8,2,A,Pattern Recognition,Medium
Q811,"Complete the pattern: 3, 8, 13, ?",16,22,18,21,C,Pattern Recognition,Medium
Q812,"Complete the pattern: 2, 8, 32, ?",128,138,127,136,A,Pattern Recognition,Medium
Q813,"Complete the pattern: 7, 2, 10, ?",1,8,6,5,D,Pattern Recognition,Hard
Q814,"Complete the pattern: 4, 8, 16, ?",38,34,36,32,D,Pattern Recognition,Medium
Q815,"Complete the pattern: 6, 7, 9, ?",10,8,13,7,A,Pattern Recognition,Hard
Q816,"Complete the pattern: 5, 20, 80, ?",320,263,323,374,A,Pattern Recognition,Medium
Q817,"Complete the pattern: 1, 2, 4, ?",7,10,8,13,C,Pattern Recognition,Medium
Q818,"Complete the pattern: 3, 6, 12, ?",29,25,24,26,C,Pattern Recognition,Medium
Q819,"Complete the pattern: 6, 9, 12, ?",17,12,19,15,D,Pattern Recognition,Medium
Q820,"Complete the pattern: 2, 6, 3, ?",8,7,3,11,B,Pattern Recognition,Medium
Q821,"Complete the pattern: 12, 16, 20, ?",28,20,26,24,D,Pattern Recognition,Medium
Q822,"Complete the pattern: 3, 6, 12, ?",24,20,22,19,A,Pattern Recognition,Medium
Q823,"Complete the pattern: 12, 18, 24, ?",27,34,30,31,C,Pattern Recognition,Medium
Q824,"Complete the pattern: 3, 12, 48, ?",192,165,196,187,A,Pattern Recognition,Medium
Q825,"Complete the pattern: 2, 4, 8, ?",15,21,13,16,D,Pattern Recognition,Medium
Q826,"Complete the pattern: 10, 16, 22, ?",29,28,27,31,B,Pattern Recognition,Medium
Q827,"Complete the pattern: 5, 10, 20, ?",38,40,39,32,B,Pattern Recognition,Medium
Q828,"Complete the pattern: 2, 4, 8, ?",13,12,18,16,D,Pattern Recognition,Medium
Q829,"Complete the pattern: 4, 10, 16, ?",22,24,23,21,A,Pattern Recognition,Medium
Q830,"Complete the pattern: 5, 2, 9, ?",4,6,9,8,B,Pattern Recognition,Hard
Q831,"Complete the pattern: 7, 12, 17, ?",22,27,23,17,A,Pattern Recognition,Medium
Q832,"Complete the pattern: 4, 12, 36, ?",108,104,106,89,A,Pattern Recognition,Medium
Q833,"Complete the pattern: 5, 7, 9, ?",8,6,16,11,D,Pattern Recognition,Hard
Q834,"Complete the pattern: 10, 12, 14, ?",11,15,16,14,C,Pattern Recognition,Easy
Q835,"Complete the pattern: 4, 16, 64, ?",205,266,298,256,D,Pattern Recognition,Medium
Q836,"Complete the pattern: 1, 2, 4, ?",9,7,10,8,D,Pattern Recognition,Medium
Q837,"Complete the pattern: 2, 3, 4, ?",7,5,6,0,B,Pattern Recognition,Easy
Q838,"Complete the pattern: 4, 8, 16, ?",32,31,34,30,A,Pattern Recognition,Medium
Q839,"Complete the pattern: 12, 15, 18, ?",21,20,22,16,A,Pattern Recognition,Medium
Q840,"Complete the pattern: 8, 9, 10, ?",12,6,10,11,D,Pattern Recognition,Easy
Q841,"Complete the pattern: 2, 8, 32, ?",121,128,116,153,B,Pattern Recognition,Medium
Q842,"Complete the pattern: 1, 3, 9, ?",29,23,24,27,D,Pattern Recognition,Medium
Q843,"Complete the pattern: 4, 12, 36, ?",92,122,114,108,D,Pattern Recognition,Medium
Q844,"Complete the pattern: 4, 2, 5, ?",3,5,4,8,A,Pattern Recognition,Medium
Q845,"Complete the pattern: 1, 2, 4, ?",6,8,3,7,B,Pattern Recognition,Medium
Q846,"Complete the pattern: 4, 6, 5, ?",12,9,7,5,C,Pattern Recognition,Medium
Q847,"Complete the pattern: 7, 6, 9, ?",11,7,8,9,C,Pattern Recognition,Medium
Q848,"Complete the pattern: 1, 2, 4, ?",13,5,8,4,C,Pattern Recognition,Medium
Q849,"Complete the pattern: 2, 4, 8, ?",14,18,19,16,D,Pattern Recognition,Medium
Q850,"Complete the pattern: 4, 8, 16, ?",35,36,38,32,D,Pattern Recognition,Medium
Q851,"Complete the pattern: 6, 1, 7, ?",6,2,0,3,B,Pattern Recognition,Medium
Q852,"Complete the pattern: 4, 8, 16, ?",32,34,36,28,A,Pattern Recognition,Medium
Q853,"Complete the pattern: 3, 2, 6, ?",5,1,4,8,A,Pattern Recognition,Hard
Q854,"Complete the pattern: 4, 8, 16, ?",30,36,37,32,D,Pattern Recognition,Medium
Q855,"Complete the pattern: 12, 17, 22, ?",24,26,32,27,D,Pattern Recognition,Medium
Q856,"Complete the pattern: 3, 6, 12, ?",24,21,26,22,A,Pattern Recognition,Medium
Q857,"Complete the pattern: 11, 13, 15, ?",14,12,13,17,D,Pattern Recognition,Easy
Q858,"Complete the pattern: 4, 8, 16, ?",26,32,30,31,B,Pattern Recognition,Medium
Q859,"Complete the pattern: 5, 3, 9, ?",11,10,7,2,C,Pattern Recognition,Hard
Q860,"Complete the pattern: 4, 12, 36, ?",108,119,102,100,A,Pattern Recognition,Medium
Q861,"Complete the pattern: 9, 15, 21, ?",27,30,26,23,A,Pattern Recognition,Medium
Q862,"Complete the pattern: 10, 16, 22, ?",27,28,29,30,B,Pattern Recognition,Medium
Q863,"Complete the pattern: 1, 2, 4, ?",8,6,12,13,A,Pattern Recognition,Medium
Q864,"Complete the pattern: 7, 4, 8, ?",3,1,10,5,D,Pattern Recognition,Medium
Q865,"Complete the pattern: 1, 2, 4, ?",7,6,8,11,C,Pattern Recognition,Medium
Q866,"Complete the pattern: 2, 4, 8, ?",19,14,16,11,C,Pattern Recognition,Medium
Q867,"Complete the pattern: 7, 9, 11, ?",8,17,13,18,C,Pattern Recognition,Easy
Q868,"Complete the pattern: 2, 4, 6, ?",13,11,8,12,C,Pattern Recognition,Easy
Q869,"Complete the pattern: 3, 6, 12, ?",25,27,24,26,C,Pattern Recognition,Medium
Q870,"Complete the pattern: 3, 6, 12, ?",21,24,27,29,B,Pattern Recognition,Medium
Q871,"Complete the pattern: 4, 12, 36, ?",92,115,95,108,D,Pattern Recognition,Medium
Q872,"Complete the pattern: 3, 3, 4, ?",4,0,2,7,A,Pattern Recognition,Medium
Q873,"Complete the pattern: 3, 5, 6, ?",8,9,6,7,A,Pattern Recognition,Hard
Q874,"Complete the pattern: 11, 16, 21, ?",29,26,21,22,B,Pattern Recognition,Medium
Q875,"Complete the pattern: 10, 15, 20, ?",30,25,20,23,B,Pattern Recognition,Medium
